sentence1	sentence2	gold_label
A person in a white shirt dark blue shorts playing tennis.	A tennis player wearing sweats.	contradiction
The bat looks worn.	The bat does not look worn.	contradiction
The men in the straw hats are standing near the pile of straw on the pavement.	The men are in a bathtub.	contradiction
Two people on a gray and teal barge are looking down at the water.	People in a car driving to the market.	contradiction
A man in a blue shirt with a name tag around his neck is standing next to a bar, while a man stands next to him in a tan shirt is on his cellphone.	two men are sitting at the bar talking	contradiction
A woman is riding a blue bike.	The woman is riding a black skateboard.	contradiction
A man and women in orange on the floor scrubbing.	They are eating truffles	contradiction
a boy in a blue shirt and blue jeans runs across a playground	A boy sits in a classroom.	contradiction
A man is playing the guitar while another man plays the drums in front of a crowd of people.	One man runs in the empty park.	contradiction
A group of 5 people standing wearing name badges	A group of people are sitting on the floor.	contradiction
One African-American male in a white and red T-shirt is using an electric shaver to shave another, seated, African-American male's head.	Two little girls pretend to cut their Barbie doll's hair.	contradiction
Two men in hats digging up rocks and dirt.	3 women are digging in the sand	contradiction
This wall has a picture of a man on it.	There is a bare wall.	contradiction
A man wearing a white shirt and red shorts is getting ready to kick a football.	The man is sitting down watching football.	contradiction
some people are gathered together for family function.	some people are gathered together for a protest ralley.	contradiction
A city street shows cars moving along the road, a man in black clothing walking, and a woman talking to a man on a bicycle.	There is a baby standing on top of a man.	contradiction
Two men are playing guitars while a woman watches from behind them.	Two people are talking.	contradiction
A dog has a tennis ball in its mouth.	The dog has a dog bone in its mouth.	contradiction
An Asian man wearing a white outfit and red vest with a sword is riding a white horse in front of a crowd.	The white horse is a toy rocking horse, made of candle wax.	contradiction
Small orchestra playing with open violin case in front	a small orchestra is bathing in the river	contradiction
A man and a woman are standing at a roadside vegetable and fruit stand.	The man and woman are swimming	contradiction
Woman being served Ravioli in restaurant.	The man is a waitress.	contradiction
A man in a sleeveless shirt is juggling burning objects.	A person is preparing his yearly tax returns	contradiction
A man sitting at a table that has slot machines having a drink and watching something.	This man is at the mall	contradiction
A woman making a surprised face while holding her child.	There are no children.	contradiction
A bunch of items laid out across the ground.	not watched at alll	contradiction
A young man is presenting another woman with a cake with three candles on top.	A mans daughter just turned three years old.	contradiction
Three men observe a specimen under a microscope.	Scientists are smoking cigarettes	contradiction
A man is taking a picture of people attending an event.	A guy eats a taco in a van.	contradiction
a black dog swimming through a pool.	the black dog is sleeping on the couch	contradiction
Three friends pause for a photo by the water.	three friends got into a fight and canceled their trip to the beach and stayed home alone.	contradiction
A girl in a winter coat with a birthday cake.	A girl at a funeral.	contradiction
It appears to be late fall or early winter.	It is summer.	contradiction
Two dogs are playing.	Two dogs are sleeping.	contradiction
A dark-haired man in seated on a cinder block in front of a painted wall.	Japanese sumos are fighting	contradiction
An elderly woman serving bread to a man and a woman dressed in blue t-shirts and light brown pants	A teenager hands some bread to an old woman.	contradiction
People of different ages are looking at lighted machines of various bright colors in an indoor area.	A  crowd of people is looking at a board on the wall.	contradiction
A group of four young people are sitting with their backs to the camera looking out over a body of water.	A cat chases a laser pointer.	contradiction
Three naked little boys are playing in a river and are covered in mud; one is standing up.	the band stayed home to play poker	contradiction
Some people and their bicycles lined up at a waterfront dock.	Some people and their bicycles lined up at the park.	contradiction
Young women in Halloween costumes are sitting around a fire.	Nobody has a costume.	contradiction
A young girl whips her hair over her head in a public pool	A boy is in a pool.	contradiction
One older man holding a beer standing with another man.	Two men play dodgeball at the gym.	contradiction
A man appears to be cutting a cake platter while others are by his side.	A woman is dumping dirty water outside.	contradiction
